一元钱	sogou_sys_freq
一充	sogou_sys_freq
一充电	sogou_sys_freq
一兆	sogou_sys_freq
一兆韦德	sogou_sys_freq
一先	sogou_sys_freq
一光	sogou_sys_freq
一光年	sogou_sys_freq
一克	wanxiang_base,sogou_sys_freq
一克拉	sogou_sys_freq
一党	sogou_sys_freq
一党专政	sogou_sys_freq
一兜	sogou_sys_freq
一兜子	sogou_sys_freq
一兜糖	sogou_sys_freq
一入	sogou_sys_freq
一入侯门深似海	sogou_sys_freq
一入股市深似海	sogou_sys_freq
一八	sogou_sys_freq
一八一	wanxiang_base
一八七	wanxiang_base
一八四	wanxiang_base
一公	sogou_sys_freq
一公一母	sogou_sys_freq
一公分	sogou_sys_freq
一公司	wanxiang_base,sogou_sys_freq
一公局	sogou_sys_freq
一公开	sogou_sys_freq
一公斤	wanxiang_base,sogou_sys_freq
一公里	wanxiang_base,sogou_sys_freq
一六	sogou_sys_freq
一六八	sogou_sys_freq
一兰	sogou_sys_freq
一共	wanxiang_base,sogou_sys_freq,kdconv_ge2
一共几个	sogou_sys_freq
一共多少	sogou_sys_freq
一共就	sogou_sys_freq
一共才	sogou_sys_freq
一共是	wanxiang_base,sogou_sys_freq,kdconv_ge2
一共有	wanxiang_base,sogou_sys_freq,kdconv_ge2
一关	wanxiang_base,sogou_sys_freq
一关通	sogou_sys_freq
一兵	sogou_sys_freq
一兵一卒	sogou_sys_freq
一具	wanxiang_base,sogou_sys_freq
一具尸体	sogou_sys_freq
一冉	sogou_sys_freq
一册	sogou_sys_freq
一再	wanxiang_base,sogou_sys_freq
一再强调	wanxiang_base
一写	wanxiang_base,sogou_sys_freq
一军	wanxiang_base,sogou_sys_freq
一农	sogou_sys_freq
一冠	wanxiang_base,sogou_sys_freq
一冬	sogou_sys_freq
一冰	sogou_sys_freq
一冲	wanxiang_base,sogou_sys_freq
一冲动	sogou_sys_freq
一决胜负	sogou_sys_freq
一决雌雄	sogou_sys_freq
一决高下	sogou_sys_freq
一冶	sogou_sys_freq
一冷	sogou_sys_freq
一冷一热	sogou_sys_freq
一准	wanxiang_base,sogou_sys_freq
一凉	sogou_sys_freq
一凑	sogou_sys_freq
一凡	sogou_sys_freq
一凯	sogou_sys_freq
一出	wanxiang_base,sogou_sys_freq,kdconv_ge2
一出事	sogou_sys_freq
一出去	sogou_sys_freq
一出口	sogou_sys_freq
一出场	wanxiang_base,sogou_sys_freq
一出好戏	sogou_sys_freq
一出戏	sogou_sys_freq
一出手	sogou_sys_freq
一出来	wanxiang_base,sogou_sys_freq,kdconv_ge2
一出生	wanxiang_base,sogou_sys_freq
一出生就	sogou_sys_freq
一出门	sogou_sys_freq
一出问题	wanxiang_base
一击	sogou_sys_freq
一击即中	sogou_sys_freq
一击必杀	sogou_sys_freq
一击毙命	sogou_sys_freq
一击男	sogou_sys_freq
一击致命	sogou_sys_freq
一函	sogou_sys_freq
一刀	wanxiang_base,sogou_sys_freq
一刀两断	sogou_sys_freq
一刀传世	sogou_sys_freq
一刀修罗	sogou_sys_freq
一刀刀	sogou_sys_freq
一刀切	wanxiang_base,sogou_sys_freq
一刀斩	sogou_sys_freq
一刀流	sogou_sys_freq
一刀货	sogou_sys_freq
一分	wanxiang_base,sogou_sys_freq,kdconv_ge2
一分一	wanxiang_base
一分一分	sogou_sys_freq
一分一厘	sogou_sys_freq
一分一寸	sogou_sys_freq
一分一段	sogou_sys_freq
一分一段表	sogou_sys_freq
一分一毫	sogou_sys_freq
一分一秒	sogou_sys_freq
一分不少	sogou_sys_freq
一分为三	sogou_sys_freq
一分为二	wanxiang_base,sogou_sys_freq
一分也是爱	sogou_sys_freq
一分价格一分货	sogou_sys_freq
一分价钱	sogou_sys_freq
一分价钱一分货	sogou_sys_freq
一分公司	sogou_sys_freq
一分半	sogou_sys_freq
一分厂	sogou_sys_freq
一分收获	sogou_sys_freq
一分格	sogou_sys_freq
一分耕耘	sogou_sys_freq
一分耕耘一分收获	sogou_sys_freq
一分货	sogou_sys_freq
一分购	sogou_sys_freq
一分部	sogou_sys_freq
一分部署	sogou_sys_freq
一分钟	wanxiang_base,sogou_sys_freq
一分钱	wanxiang_base,sogou_sys_freq
一分钱一分货	sogou_sys_freq
一分院	sogou_sys_freq
一切	wanxiang_base,sogou_sys_freq,kdconv_ge2
一切为了人民	sogou_sys_freq
一切事物	wanxiang_base,sogou_sys_freq
一切以	wanxiang_base
一切众生	sogou_sys_freq
一切向钱看	sogou_sys_freq
一切如故	sogou_sys_freq
一切如旧	sogou_sys_freq
一切安好	sogou_sys_freq
一切就	wanxiang_base
一切就绪	sogou_sys_freq
一切尽在不言中	sogou_sys_freq
一切是	wanxiang_base
一切正常	wanxiang_base,sogou_sys_freq
一切法	sogou_sys_freq
一切的	wanxiang_base
一切皆	sogou_sys_freq
一切皆有可能	sogou_sys_freq
一切都	wanxiang_base,sogou_sys_freq,kdconv_ge2
一切都在	wanxiang_base,sogou_sys_freq
一切都好	wanxiang_base,sogou_sys_freq
一切都是	wanxiang_base
一切都是瞬息	sogou_sys_freq
一切问题	wanxiang_base
一切险	sogou_sys_freq
一切随缘	sogou_sys_freq
一切顺利	wanxiang_base,sogou_sys_freq
一划	sogou_sys_freq
一列	wanxiang_base,sogou_sys_freq
一则	wanxiang_base,sogou_sys_freq
一刚	sogou_sys_freq
一创	sogou_sys_freq
一删	wanxiang_base
一别	sogou_sys_freq
一别两宽	sogou_sys_freq
一别经年	sogou_sys_freq
一刬	sogou_sys_freq
一到	wanxiang_base,sogou_sys_freq
一到两个	wanxiang_base
一到十	sogou_sys_freq
一到晚上	sogou_sys_freq
一到账	sogou_sys_freq
一刷	wanxiang_base,sogou_sys_freq
一刹那	sogou_sys_freq
一刹那间	sogou_sys_freq
一刹间	sogou_sys_freq
一刻	wanxiang_base,sogou_sys_freq,kdconv_ge2
一刻不停	sogou_sys_freq
一刻千金	sogou_sys_freq
一刻相册	sogou_sys_freq
一刻钟	sogou_sys_freq
一剂	sogou_sys_freq
一剂药	sogou_sys_freq
一前一后	sogou_sys_freq
一剑	sogou_sys_freq
一剑封喉	sogou_sys_freq
一剑独尊	sogou_sys_freq
一剑西来	sogou_sys_freq
一剑霜寒十四州	sogou_sys_freq
一剪寒梅	sogou_sys_freq
一剪梅	sogou_sys_freq
一剪芳华	sogou_sys_freq
一副	wanxiang_base,sogou_sys_freq
一力	sogou_sys_freq
一力承当	sogou_sys_freq
一力降十会	sogou_sys_freq
一办	sogou_sys_freq
一加	wanxiang_base,sogou_sys_freq
一加一	sogou_sys_freq
一加九	sogou_sys_freq
一加仑	sogou_sys_freq
一加手机	sogou_sys_freq
一动	sogou_sys_freq
一动不动	wanxiang_base,sogou_sys_freq
一动不如一静	sogou_sys_freq
一动也不动	sogou_sys_freq
一劫	sogou_sys_freq
一劲	sogou_sys_freq
一劳永逸	wanxiang_base,sogou_sys_freq
一勘	sogou_sys_freq
一勺	wanxiang_base,sogou_sys_freq
一勺烩	sogou_sys_freq
一包	wanxiang_base,sogou_sys_freq
一包包	sogou_sys_freq
一包烟	sogou_sys_freq
一包纸	sogou_sys_freq
一化	sogou_sys_freq
一化三改	sogou_sys_freq
一匙	sogou_sys_freq
一匡天下	sogou_sys_freq
一匡街	sogou_sys_freq
一匹	wanxiang_base,sogou_sys_freq
一匹马	sogou_sys_freq
一区	sogou_sys_freq
一区队	sogou_sys_freq
一医院	wanxiang_base,sogou_sys_freq
一十	sogou_sys_freq
一十一	wanxiang_base,sogou_sys_freq
一十二	wanxiang_base
一千	wanxiang_base,sogou_sys_freq
一千一	wanxiang_base,sogou_sys_freq
一千万	wanxiang_base,sogou_sys_freq,kdconv_ge2
一千三	wanxiang_base,sogou_sys_freq
一千个	wanxiang_base,sogou_sys_freq
一千个人	wanxiang_base,sogou_sys_freq
一千个伤心的理由	sogou_sys_freq
一千九百	wanxiang_base
一千二	sogou_sys_freq
一千五	sogou_sys_freq
一千元	sogou_sys_freq
一千克	sogou_sys_freq
一千八	sogou_sys_freq
一千六	sogou_sys_freq
一千几	sogou_sys_freq
一千分	sogou_sys_freq
一千四	wanxiang_base
一千块	wanxiang_base,sogou_sys_freq
一千块钱	sogou_sys_freq
一千多	wanxiang_base,sogou_sys_freq
一千多万	sogou_sys_freq
一千多块	sogou_sys_freq
一千多天	sogou_sys_freq
一千多年	sogou_sys_freq
一千字	sogou_sys_freq
一千年	wanxiang_base,sogou_sys_freq
一千张	sogou_sys_freq
一千次	sogou_sys_freq
一千瓦	sogou_sys_freq
一千米	sogou_sys_freq
一千蚊	sogou_sys_freq
一千零一夜	sogou_sys_freq
一千零一次	sogou_sys_freq
一升	wanxiang_base,sogou_sys_freq
一半	wanxiang_base,sogou_sys_freq,kdconv_ge2
一半一半	sogou_sys_freq
一半了	wanxiang_base,sogou_sys_freq,sogou_sys_freq
一半人	sogou_sys_freq
一半以上	sogou_sys_freq
一半儿	sogou_sys_freq
一半半	sogou_sys_freq
一半多	sogou_sys_freq
一半天	sogou_sys_freq
一半左右	wanxiang_base
一半是	wanxiang_base
一半清醒	sogou_sys_freq
一半的	wanxiang_base,sogou_sys_freq,kdconv_ge2
一半血	sogou_sys_freq,sogou_sys_freq
一华	sogou_sys_freq
一卓	sogou_sys_freq
一单	wanxiang_base,sogou_sys_freq
一单一议	sogou_sys_freq
一单元	sogou_sys_freq
一单到底	sogou_sys_freq
一单单	sogou_sys_freq
一单通	sogou_sys_freq
一卖	sogou_sys_freq
一南一北	sogou_sys_freq
一博	sogou_sys_freq
一卡	sogou_sys_freq
一卡一卡	sogou_sys_freq
一卡充	sogou_sys_freq
一卡式	sogou_sys_freq
一卡易	sogou_sys_freq
一卡通	sogou_sys_freq
一卦	sogou_sys_freq
一卫	sogou_sys_freq
一卵泡	sogou_sys_freq
一卷	wanxiang_base,sogou_sys_freq
一卷卷	sogou_sys_freq
一卷纸	sogou_sys_freq
一卷通	sogou_sys_freq
一厂	sogou_sys_freq
一厅	sogou_sys_freq
一厅一卫	sogou_sys_freq
一压	sogou_sys_freq
一厘米	sogou_sys_freq
一原	sogou_sys_freq
一厢情愿	wanxiang_base,sogou_sys_freq
一厨	sogou_sys_freq
一厨一卫	sogou_sys_freq
一去	wanxiang_base,sogou_sys_freq,kdconv_ge2
一去一回	sogou_sys_freq
一去三十年	sogou_sys_freq
一去不复返	sogou_sys_freq
一去不复还	sogou_sys_freq
一去不返	sogou_sys_freq
一去二三里	sogou_sys_freq
一去紫台连朔漠	sogou_sys_freq
一县一品	sogou_sys_freq
一参	wanxiang_base
一参一控	sogou_sys_freq
一双	wanxiang_base,sogou_sys_freq
一双人	sogou_sys_freq
一双双	sogou_sys_freq
一双手	sogou_sys_freq
一双鞋	wanxiang_base,sogou_sys_freq
一双鞋子	sogou_sys_freq
一反	sogou_sys_freq
一反常态	sogou_sys_freq
一反既往	sogou_sys_freq
一反木绵	sogou_sys_freq
一发	wanxiang_base,sogou_sys_freq,kdconv_ge2
一发不可	wanxiang_base,kdconv_ge2
一发不可收	sogou_sys_freq
一发不可收拾	sogou_sys_freq
一发入魂	sogou_sys_freq
一发十连	sogou_sys_freq
一发千钧	sogou_sys_freq
一发子弹	sogou_sys_freq
一发现	sogou_sys_freq
一发而不可收拾	sogou_sys_freq
一变	sogou_sys_freq
一叠	sogou_sys_freq
一口	wanxiang_base,sogou_sys_freq
一口一个	wanxiang_base,sogou_sys_freq
一口一口	sogou_sys_freq
一口一声	sogou_sys_freq
一口两匙	sogou_sys_freq
一口井	sogou_sys_freq
一口价	wanxiang_base,sogou_sys_freq
一口口	sogou_sys_freq
一口吃	wanxiang_base
一口吃个胖子	sogou_sys_freq
一口咬定	wanxiang_base,sogou_sys_freq
一口回绝	sogou_sys_freq
一口气	wanxiang_base,sogou_sys_freq,kdconv_ge2
一口水	sogou_sys_freq
一口清	sogou_sys_freq
一口甜	sogou_sys_freq
一口老血	sogou_sys_freq,sogou_sys_freq
一口茶	sogou_sys_freq
一口血	sogou_sys_freq
一口酥	sogou_sys_freq
一口锅	sogou_sys_freq
一口闷	sogou_sys_freq
一口饭	sogou_sys_freq
一口香	sogou_sys_freq
一句	wanxiang_base,sogou_sys_freq,kdconv_ge2
一句一句	wanxiang_base
一句两句	sogou_sys_freq
一句半句	sogou_sys_freq
一句句	sogou_sys_freq
一句定	sogou_sys_freq
一句爱	sogou_sys_freq
一句话	wanxiang_base,sogou_sys_freq,kdconv_ge2
一只	wanxiang_base,sogou_sys_freq,kdconv_ge2
一只只	sogou_sys_freq
一只学	sogou_sys_freq
一只手	wanxiang_base,sogou_sys_freq,kdconv_ge2
一只狗	sogou_sys_freq
一只猪	sogou_sys_freq
一只猫	wanxiang_base,sogou_sys_freq
一只眼	sogou_sys_freq
一只眼睛	wanxiang_base,sogou_sys_freq
一只羊	sogou_sys_freq
一只耳	sogou_sys_freq
一只股	wanxiang_base
一只股票	wanxiang_base,sogou_sys_freq
一只脚	sogou_sys_freq
一只船	sogou_sys_freq
一只表	sogou_sys_freq
一只酸奶牛	sogou_sys_freq
一只鞋	sogou_sys_freq
一只鱼	sogou_sys_freq
一只鸟	sogou_sys_freq
一只鸡	wanxiang_base,sogou_sys_freq
一叫	sogou_sys_freq
一可	sogou_sys_freq
一台	wanxiang_base,sogou_sys_freq
一台戏	sogou_sys_freq
一台电脑	wanxiang_base,sogou_sys_freq
一台车	wanxiang_base,sogou_sys_freq
一叶	sogou_sys_freq
一叶一世界	sogou_sys_freq
一叶一追寻	sogou_sys_freq
一叶兰	sogou_sys_freq
一叶子	sogou_sys_freq
一叶孤舟	sogou_sys_freq
一叶扁舟	sogou_sys_freq
一叶知秋	sogou_sys_freq
一叶莲	sogou_sys_freq
一叶蔽目	sogou_sys_freq
一叶轻舟	sogou_sys_freq
一叶障目	sogou_sys_freq
一叶障目不见泰山	sogou_sys_freq
一号	wanxiang_base,sogou_sys_freq,kdconv_ge2
一号位	sogou_sys_freq
一号公路	sogou_sys_freq
一号厅	sogou_sys_freq
一号台	sogou_sys_freq
一号店	sogou_sys_freq
一号房	sogou_sys_freq
一号木	sogou_sys_freq
一号机	sogou_sys_freq
一号桥	sogou_sys_freq
一号楼	sogou_sys_freq
一号种子	sogou_sys_freq
一号线	sogou_sys_freq
一号路	sogou_sys_freq
一号通	sogou_sys_freq
一号门	sogou_sys_freq
一号院	sogou_sys_freq
一号馆	sogou_sys_freq
一叹	sogou_sys_freq
一吃	wanxiang_base,sogou_sys_freq
一合	sogou_sys_freq
一合计	sogou_sys_freq
一同	wanxiang_base,sogou_sys_freq
一同事	wanxiang_base,sogou_sys_freq
一同学	sogou_sys_freq
一同成长	sogou_sys_freq
一名	wanxiang_base,sogou_sys_freq,kdconv_ge2
一名男子	wanxiang_base
一吐为快	sogou_sys_freq
一向	wanxiang_base,sogou_sys_freq,kdconv_ge2
一向以	sogou_sys_freq
一向如此	sogou_sys_freq
一向是	wanxiang_base
一吕二	sogou_sys_freq
一君	sogou_sys_freq
一吧	sogou_sys_freq
一吨	wanxiang_base,sogou_sys_freq
一听	wanxiang_base,sogou_sys_freq,kdconv_ge2
一听到	wanxiang_base,sogou_sys_freq
一听就	wanxiang_base,kdconv_ge2
一听就是	sogou_sys_freq
一听说	sogou_sys_freq
一吵架	sogou_sys_freq
一吸	sogou_sys_freq
一吹	sogou_sys_freq
一吻	sogou_sys_freq
一吻天荒	sogou_sys_freq
一吻定情	sogou_sys_freq
一吼	sogou_sys_freq
一呆	sogou_sys_freq
一员	wanxiang_base,sogou_sys_freq,kdconv_ge2
一员大将	sogou_sys_freq
一周	wanxiang_base,sogou_sys_freq,kdconv_ge2
一周一次	wanxiang_base,sogou_sys_freq
一周两次	sogou_sys_freq
一周之内	sogou_sys_freq
一周了	sogou_sys_freq,sogou_sys_freq
一周内	wanxiang_base,sogou_sys_freq
一周前	sogou_sys_freq
一周半	sogou_sys_freq
一周后	wanxiang_base,sogou_sys_freq
一周多	sogou_sys_freq
一周岁	sogou_sys_freq
一周左右	wanxiang_base,sogou_sys_freq
一周年	sogou_sys_freq
一周时间	sogou_sys_freq
一周期	sogou_sys_freq
一周的	sogou_sys_freq
一周目	sogou_sys_freq
一周要闻	sogou_sys_freq
一味	wanxiang_base,sogou_sys_freq
一味地	wanxiang_base,sogou_sys_freq
一呼	wanxiang_base,sogou_sys_freq
一呼一吸	sogou_sys_freq
一呼吸	sogou_sys_freq
一呼百应	sogou_sys_freq
一命	wanxiang_base,sogou_sys_freq
一命呜呼	sogou_sys_freq
一命归西	sogou_sys_freq
一命通关	sogou_sys_freq
一和	sogou_sys_freq
一咬	sogou_sys_freq
一咬牙	sogou_sys_freq
一品	wanxiang_base,sogou_sys_freq
一品一码	sogou_sys_freq
一品佳	sogou_sys_freq
一品坊	sogou_sys_freq
一品城	sogou_sys_freq
一品堂	sogou_sys_freq
一品天下	sogou_sys_freq
一品威客	sogou_sys_freq
一品居	sogou_sys_freq
一品梅	sogou_sys_freq
一品楼	sogou_sys_freq
一品江山	sogou_sys_freq
一品湾	sogou_sys_freq
一品牌	wanxiang_base
一品红	sogou_sys_freq
一品苑	sogou_sys_freq
一品轩	sogou_sys_freq
一品锅	sogou_sys_freq
一品阁	sogou_sys_freq
一品香	sogou_sys_freq
一品鲜	sogou_sys_freq
一哄而上	sogou_sys_freq
一哄而散	sogou_sys_freq
一哄而起	sogou_sys_freq
一哆嗦	sogou_sys_freq
一哈	sogou_sys_freq
一哈儿	sogou_sys_freq
一响	sogou_sys_freq
一哥	wanxiang_base,sogou_sys_freq
一哥们	sogou_sys_freq
一哭	sogou_sys_freq
一哭二闹	sogou_sys_freq
一哭二闹三上吊	sogou_sys_freq
一哲	sogou_sys_freq
一唔系	sogou_sys_freq
一唱一和	sogou_sys_freq
一唱三叹	sogou_sys_freq
一唱雄鸡天下白	sogou_sys_freq
一商	sogou_sys_freq
一善	wanxiang_base
一喊	sogou_sys_freq
一喜	sogou_sys_freq
一喝	sogou_sys_freq
一喝酒	sogou_sys_freq
一喷	sogou_sys_freq
一喷净	sogou_sys_freq
一嗨	sogou_sys_freq,sogou_sys_freq
一嗨租车	sogou_sys_freq
一嘉	sogou_sys_freq
一嘴	wanxiang_base,sogou_sys_freq
一囊	sogou_sys_freq
一四	wanxiang_base,sogou_sys_freq
一回	sogou_sys_freq
一回事	wanxiang_base,sogou_sys_freq
一回到家	sogou_sys_freq
一回去	sogou_sys_freq
一回合	wanxiang_base,sogou_sys_freq
一回头	sogou_sys_freq
一回家	sogou_sys_freq
一回来	sogou_sys_freq
一回生	sogou_sys_freq
一回生两回熟	sogou_sys_freq,sogou_sys_freq
一回生二回熟	sogou_sys_freq
一回路	sogou_sys_freq
一团	wanxiang_base,sogou_sys_freq,kdconv_ge2
一团乱麻	sogou_sys_freq
一团和气	sogou_sys_freq
一团团	sogou_sys_freq
一团漆黑	sogou_sys_freq
一团火	sogou_sys_freq
一团糟	wanxiang_base,sogou_sys_freq
一囧	sogou_sys_freq
一园	sogou_sys_freq
一围	sogou_sys_freq
一固	sogou_sys_freq
一国	wanxiang_base,sogou_sys_freq
一国两制	sogou_sys_freq
一国之君	sogou_sys_freq
一图	sogou_sys_freq
一图流	sogou_sys_freq
一圈	wanxiang_base,sogou_sys_freq,kdconv_ge2
一圈了	sogou_sys_freq
一圈儿	sogou_sys_freq
一圈圈	sogou_sys_freq
一地	wanxiang_base,sogou_sys_freq
一地鸡毛	wanxiang_base,sogou_sys_freq
一场	wanxiang_base,sogou_sys_freq,kdconv_ge2
一场场	sogou_sys_freq
一场戏	wanxiang_base,sogou_sys_freq
一场春梦	sogou_sys_freq
一场梦	wanxiang_base,sogou_sys_freq
一场比赛	wanxiang_base
一场游戏一场梦	sogou_sys_freq
一场秋雨	sogou_sys_freq
一场秋雨一场寒	sogou_sys_freq
一场空	sogou_sys_freq
一场雨	sogou_sys_freq
一坐	wanxiang_base,sogou_sys_freq
一坑	sogou_sys_freq
一块	wanxiang_base,sogou_sys_freq,kdconv_ge2
一块一	wanxiang_base
一块七	sogou_sys_freq
一块了	sogou_sys_freq
一块五	sogou_sys_freq
一块儿	wanxiang_base,sogou_sys_freq
一块去	sogou_sys_freq
一块吧	sogou_sys_freq
一块地	sogou_sys_freq
一块块	sogou_sys_freq
一块多	sogou_sys_freq
一块板	sogou_sys_freq
一块玩	sogou_sys_freq
一块的	wanxiang_base,sogou_sys_freq
一块石头	wanxiang_base
一块砖	sogou_sys_freq
一块红布	sogou_sys_freq
一块肉	wanxiang_base,sogou_sys_freq
一块走	sogou_sys_freq
一块钱	wanxiang_base,sogou_sys_freq
一坛	sogou_sys_freq
一坤	sogou_sys_freq
一坨	wanxiang_base,sogou_sys_freq
一坨坨	sogou_sys_freq
一坨屎	wanxiang_base,sogou_sys_freq
一坨翔	sogou_sys_freq
一坨肉	sogou_sys_freq
一城	sogou_sys_freq
一城一策	sogou_sys_freq
一城山水	sogou_sys_freq
一基	sogou_sys_freq
一堂	sogou_sys_freq
一堂好课	sogou_sys_freq
一堂课	sogou_sys_freq
一堆	wanxiang_base,sogou_sys_freq
一堆一堆	sogou_sys_freq
一堆书	sogou_sys_freq
一堆事	sogou_sys_freq
一堆事情	sogou_sys_freq
一堆人	wanxiang_base,sogou_sys_freq
一堆堆	sogou_sys_freq
一堆活	sogou_sys_freq
一堆药	sogou_sys_freq
一堆话	sogou_sys_freq
一堆资料	sogou_sys_freq
一堆钱	sogou_sys_freq
一堵	sogou_sys_freq
一堵墙	sogou_sys_freq
一塌刮子	sogou_sys_freq
一塌涂地	sogou_sys_freq
一塌糊涂	wanxiang_base,sogou_sys_freq,kdconv_ge2
一塑	sogou_sys_freq
一塔	sogou_sys_freq
一塞	wanxiang_base
一填	sogou_sys_freq
一墙之隔	sogou_sys_freq
一墨	sogou_sys_freq
一声	wanxiang_base,sogou_sys_freq,kdconv_ge2
一声不吭	wanxiang_base,sogou_sys_freq
一声不响	sogou_sys_freq
一声令下	sogou_sys_freq
一声叹息	wanxiang_base,sogou_sys_freq
一声声	sogou_sys_freq
一壶	wanxiang_base,sogou_sys_freq
一壶水	sogou_sys_freq
一壶油	sogou_sys_freq
一壶浊酒	sogou_sys_freq
一壶浊酒喜相逢	sogou_sys_freq
一壶老酒	sogou_sys_freq
一壶茶	sogou_sys_freq
一壶酒	sogou_sys_freq
一处	wanxiang_base,sogou_sys_freq,kdconv_ge2
一备	sogou_sys_freq
一夏	sogou_sys_freq
一夏天	sogou_sys_freq
一夕	sogou_sys_freq
一外	wanxiang_base,sogou_sys_freq,kdconv_ge2
一多	wanxiang_base,sogou_sys_freq
一多半	sogou_sys_freq
一夜	wanxiang_base,sogou_sys_freq,kdconv_ge2
一夜七次郎	sogou_sys_freq
一夜之间	wanxiang_base,sogou_sys_freq
一夜回到解放前	sogou_sys_freq
一夜夫妻百夜恩	sogou_sys_freq
一夜征人尽望乡	sogou_sys_freq
一夜情	sogou_sys_freq
一夜成名	sogou_sys_freq
一夜新娘	sogou_sys_freq
