# sentences=861745 tokens=5965161 words=75749
word	count	sentences	left_contexts	right_contexts
一首诗	5	5	5	5
一马	24	24	7	20
一齐	2	2	2	2
丁	536	494	165	233
丁公	1	1	1	1
丁家	1	1	1	1
丁工	1	1	1	1
丁目	1	1	1	1
丁香	2	2	2	2
七	1230	1183	340	532
七七	35	35	15	18
七七四十	6	6	4	2
七三	1	1	1	1
七两	1	1	1	1
七个	42	41	30	32
七九	1	1	1	1
七五	2	2	2	2
七人	14	13	11	10
七代	6	6	4	5
七八	29	28	24	16
七八个	7	7	6	7
七八九	3	3	3	3
七八十	5	5	5	5
七八千	2	2	2	2
七八年	16	16	11	4
七六	5	5	5	3
七分	26	25	20	19
七十	37	36	34	20
七千	19	19	14	14
七号	41	41	7	33
七周	1	1	1	1
七国	6	6	6	4
七夕	62	61	30	44
七大	35	34	22	22
七天	444	434	170	115
七宗罪	6	6	5	6
七局	6	6	5	6
七岁	4	4	1	4
七年	151	151	71	33
七张	5	5	4	5
七彩	20	19	11	14
七成	33	33	22	28
七折	5	5	3	5
七日	24	23	15	22
七星	57	57	31	34
七月	128	123	34	90
七月份	1	1	1	1
七本	2	2	2	2
七根	1	1	1	1
七次	16	16	14	11
七海	14	14	10	11
七点	55	54	34	40
七种	6	6	4	4
七股	2	2	2	2
七龙珠	211	206	78	131
万	2973	2809	910	1135
万一	132	132	70	110
万万	32	32	21	9
万三	2	2	2	2
万不能	3	3	3	3
万世	8	8	3	4
万两	5	5	3	4
万个	23	21	18	21
万事	29	29	19	17
万五	1	1	1	1
万五千	4	4	3	3
万人	412	399	246	208
万人次	2	2	2	1
万人民币	3	3	2	2
万亿	11	11	3	9
万以上	60	60	50	30
万件	1	1	1	1
万余	1	1	1	1
万佛	5	5	5	1
万元	64	64	50	43
万元以上	4	4	1	4
万八	4	4	4	4
万公里	4	4	4	4
万出头	2	2	2	2
万分	13	13	7	9
万分之一	1	1	1	1
万劫不复	2	2	2	1
万千	4	4	4	3
万华	101	99	54	74
万历	5	5	2	5
万古	1	1	1	1
万台	78	78	58	12
万叶	4	4	4	2
万名	12	12	12	9
万和	8	8	8	7
万四	3	3	3	3
万国	10	10	8	8
万圣	5	5	5	4
万圣节	94	94	42	70
万块	26	26	22	24
万多	69	68	48	48
万套	2	2	2	2
万字	1	1	1	1
万家	10	10	8	7
万岁	93	84	65	26
万左右	20	20	18	10
万年	157	155	99	102
万年前	5	5	5	5
万幸	7	7	4	4
万张	17	17	16	16
万恶的	7	7	7	7
万户	4	3	3	4
万无	1	1	1	1
万日元	1	1	1	1
万有引力	11	11	8	10
万次	9	9	9	8
万欧	1	1	1	1
万毒	2	2	2	2
万水	2	2	2	2
万灵	2	2	2	1
万物	46	46	29	22
万磁王	31	31	18	23
万票	6	6	5	5
万科	1	1	1	1
万笔	1	1	1	1
万篇	14	13	10	8
万粉	4	4	4	1
万红	3	3	2	2
万缕	1	1	1	1
万美元	8	8	7	7
万美元的	3	3	3	3
万美金	37	37	26	27
万股	1	1	1	1
万胜	2	2	2	2
万能	129	128	68	88
万能的	13	13	9	10
万般	2	2	2	1
万花	8	8	7	5
万英镑	1	1	1	1
万象	4	4	4	4
万豪	1	1	1	1
万赞	6	6	4	4
万起	24	24	20	5
万辆	2	2	2	2
万达	5	5	4	4
万达集团	1	1	1	1
万里	62	57	26	28
万金油	5	5	4	4
丈	54	49	16	47
丈夫	28	28	20	20
丈夫的	4	4	4	4
丈母娘	9	9	9	8
三	6472	6214	1724	732
三七二	1	1	1	1
三万	151	149	91	97
三万五	4	4	4	4
三万六	1	1	1	1
三下	22	22	15	15
三专	2	2	2	2
三世	12	12	6	10
三个	292	289	188	213
三个主	2	2	2	1
三个人	79	79	54	55
三个人吃	1	1	1	1
三个国家	3	3	3	3
三个多	2	2	2	1
三个大	3	3	3	3
三个女	18	18	12	13
三个字	47	47	37	34
三个小	8	8	7	4
三个小时	20	20	16	18
三个月	111	107	70	75
三个月后	15	15	13	14
三中	3	3	3	2
三事	3	3	2	1
三二	3	3	3	2
三五	10	10	8	10
三五年	2	2	2	2
三井	59	59	26	38
三亚	13	13	9	12
三人	86	86	67	66
三人组	23	22	21	14
三代	49	48	39	36
三件	5	5	4	5
三件事	7	7	7	6
三份	18	18	14	17
三休	2	2	2	2
三优	1	1	1	1
三位	22	22	16	16
三位一体	17	17	13	11
三位数	11	11	9	11
三体	5	5	4	4
三倍	58	57	37	26
三儿	1	1	1	1
三元	5	5	4	5
三兄弟	22	22	16	15
三八	26	25	20	22
三公	10	10	9	6
三六	1	1	1	1
三军	39	38	29	22
三冠王	3	3	3	3
三冬	1	1	1	1
三分	86	85	63	46
三分之一	5	5	4	4
三分之二	4	4	4	4
三分球	27	27	16	23
三分线	11	11	9	11
三分钟	60	60	46	33
三到	7	7	6	6
三刷	4	4	4	2
三剑客	2	2	2	2
三助	3	3	2	1
三包	8	8	8	8
三十	136	135	97	83
三十万	19	19	17	15
三十分钟	6	6	4	6
三十多	1	1	1	1
三十多岁	3	3	1	3
三十多年	2	2	2	2
三十岁	71	71	32	51
三十年	47	45	34	28
三十年前	19	19	10	15
三千	122	120	82	75
三千多	12	12	12	8
三单	2	2	2	2
三原色	5	5	5	4
三叉戟	4	4	4	3
三双	3	3	3	3
三叔	11	11	9	11
三口	4	4	4	4
三句话	10	10	8	9
三只	77	76	54	55
三叶	104	104	47	63
三号	14	14	9	11
三合一	14	14	9	11
三名	7	7	6	6
三后	4	4	3	4
三周	12	12	9	7
三和	7	7	7	6
三哥	4	4	4	2
三喜	1	1	1	1
三四	26	26	23	20
三四个	4	4	4	4
三四十	12	12	10	7
三四千	2	2	2	2
三四年	3	3	3	3
三四次	3	3	3	3
三四百	5	5	4	4
三国	421	415	178	231
三国志	107	107	51	81
三国时	58	58	28	7
三国时期	11	11	7	9
三国杀	11	11	4	11
三国演义	73	72	43	56
三地	12	12	5	8
三场	20	19	15	18
三块	10	10	8	10
三处	1	1	1	1
三大	141	138	79	102
三天	400	391	207	167
三天三夜	26	26	18	19
三天两头	6	6	5	6
三天后	16	16	11	15
三头	15	14	12	10
三套	1	1	1	1
三女	7	7	7	6
三姐	29	29	14	2
三字	46	46	37	13
三季	1	1	1	1
三宅	5	5	5	3
三定	2	2	2	1
三家	42	41	16	29
三小时	61	61	53	45
三尸	2	2	2	2
三层	15	15	15	9
三届	10	10	6	6
三岁	40	40	26	26
三峡	69	69	35	40
三川	1	1	1	1
三巨头	14	14	14	13
三师	9	8	7	8
三年	174	166	126	125
三年了	9	9	8	7
三年以上	2	2	2	2
三年内	2	2	2	2
三年前	36	36	22	27
三年后	10	10	9	10
三年多	3	3	3	3
三年时间	1	1	1	1
三年的	21	21	20	17
三年级	22	21	8	16
三度	2	2	2	2
三座	4	4	4	4
三弟	13	13	7	9
三张	34	34	26	26
三德	3	3	3	3
三思	6	6	6	4
三成	25	25	16	21
三户	2	2	1	1
三所	3	3	3	2
三才	6	6	4	6
三拼	1	1	1	1
三支	12	11	10	11
三斤	4	4	1	4
三方	7	7	7	7
三方面	1	1	1	1
三无	2	2	2	2
三日	28	28	9	15
三明治	94	94	61	59
三星	277	273	115	188
三星手机	26	26	13	23
三星的	18	18	15	15
三是	11	11	10	11
三更	20	20	13	5
三月	48	47	27	33
三有	5	5	5	5
三朝	4	4	4	4
三期	7	7	6	6
三本	33	31	25	8
三本书	1	1	1	1
三条	29	29	24	21
三条线	4	4	4	2
三来	1	1	1	1
三杯	134	124	80	79
三杰	7	7	6	5
三极管	1	1	1	1
三栋	1	1	1	1
三样	17	17	12	12
三根	9	9	9	9
三桂	8	8	1	6
三桌	1	1	1	1
三楼	5	5	4	5
三次	97	96	78	65
三次元	54	52	33	37
三步	19	19	8	13
三段	23	23	13	19
三比	10	10	5	5
三洋	5	5	4	5
三流	34	34	26	25
三清	3	3	2	2
三滴	3	3	2	1
三点	111	107	57	69
三片	7	7	7	7
三环	12	12	9	2
三生	11	11	7	6
三田	3	3	2	3
三甲	3	3	3	2
三界	1	1	1	1
三白	7	7	2	5
三百	109	108	81	42
三百多	7	7	7	6
三百年	5	5	3	3
三码	5	5	4	5
三种	54	54	38	41
三种颜色	3	3	3	3
三秒	48	48	34	34
三立	143	143	57	91
三站	3	3	3	3
三章	4	4	2	4
三等	22	22	16	16
三类	36	34	27	23
三级	90	90	52	23
三线城市	3	3	3	3
三组	5	5	5	5
三经	1	1	1	1
三维	1	1	1	1
三者	10	10	8	10
三联	6	6	6	3
三胎	3	3	2	3
三能	1	1	1	1
三脚	5	5	5	4
三脚架	1	1	1	1
三色	42	42	22	13
三节	18	17	13	11
三花	26	26	14	15
三菱	43	43	25	34
三营	2	2	1	2
三虎	2	2	2	2
三行	6	6	6	6
三要	10	10	8	7
三要素	3	3	2	3
三观	1	1	1	1
三观不正	2	2	2	2
三角	107	106	59	52
三角函数	12	12	11	9
三角形	14	14	11	11
三角的	2	2	2	2
三试	1	1	1	1
三请	1	1	1	1
三赢	2	2	2	2
三超	1	1	1	1
三越	28	28	3	25
三转	5	5	4	5
三轮	9	9	8	6
三轮车	17	17	12	14
三连	44	42	29	12
三遍	10	10	9	8
三道	15	15	5	4
三郎	3	3	3	3
三部	6	6	5	6
三部曲	33	33	26	22
三重	270	267	95	170
三门	5	3	4	5
三阴	1	1	1	1
三阶段	2	2	2	2
三雄	8	8	6	7
三集	12	12	10	9
三面	2	2	2	2
三音	2	2	2	2
三顶	1	1	1	1
三项	19	18	9	15
三颗	29	29	25	24
三题	1	1	1	1
三餐	166	164	77	87
三首	7	7	5	3
三高	15	15	10	12
三鲜	1	1	1	1
三鼎	10	10	2	10
上	4518	4488	1944	1922
上一	115	115	80	47
上一个	91	91	43	79
上一代	29	29	17	21
上一位	1	1	1	1
上一句	1	1	1	1
上一层	2	2	2	2
上一层楼	4	4	2	2
上一届	3	3	2	3
上一张	2	2	2	2
上一次	35	35	16	30
上一步	1	1	1	1
上一点	4	4	4	4
上一直	6	6	5	6
上七点	1	1	1	1
上万	61	61	46	21
上三	5	5	5	4
上上	29	25	17	22
上上下下	13	13	7	3
上下	132	130	91	78
上下两	3	3	3	2
上下左右	5	5	5	5
上下文	1	1	1	1
上下游	1	1	1	1
上下班	48	48	35	36
上下铺	1	1	1	1
上不	45	45	40	37
上不了	29	29	23	20
上不去	10	10	9	8
上不是	1	1	1	1
上世纪	6	6	4	6
上个	40	40	28	32
上个世纪	4	4	3	4
上个月	35	35	17	31
上书	7	7	7	5
上了	199	198	133	117
上了大学	8	8	4	8
上了年纪	7	7	7	6
上云	1	1	1	1
上交	3	3	3	3
上亿	37	37	28	20
上代	4	4	4	4
上任	74	73	36	54
上会	61	61	36	34
上传	123	121	90	78
上传到	10	10	8	9
上传图片	3	3	3	3
上位	21	21	21	16
上党	1	1	1	1
上八点	1	1	1	1
上册	2	2	2	2
上写	29	29	24	25
上分	5	5	5	5
上到	35	35	23	23
上前	16	16	14	15
上加	13	13	12	12
上北	6	6	5	3
上千	16	16	15	12
上千万	12	12	11	9
上千个	2	2	2	2
上升	46	46	29	29
上升了	4	4	3	2
上升的	10	10	8	8
上升趋势	1	1	1	1
上午	30	30	15	26
上午的	1	1	1	1
上半	34	34	24	9
上半场	2	2	2	2
上半年	4	4	4	4
上半年的	1	1	1	1
上半身	23	23	17	19
上博	1	1	1	1
上厕所	171	170	107	95
上去	141	140	121	106
上去了	5	5	5	3
上去的	19	19	19	13
上去看	5	5	5	5
上古	28	27	21	17
上古卷轴	22	22	11	19
上可以	12	12	10	11
上台	215	215	151	93
上台后	15	15	11	14
上司	52	51	33	44
上吊	43	43	35	28
上吗	51	51	44	1
上吧	16	16	16	4
上周	32	32	11	24
上周的	1	1	1	1
上品	3	3	3	3
上哪个	10	10	9	10
上啊	20	20	18	9
上图	7	7	6	6
上地	2	2	2	2
上场	72	71	66	40
上坡	6	6	4	5
上塔	5	5	2	2
上外	9	9	9	7
上大学	113	112	70	75
上大学的	8	8	8	5
上天	107	107	45	38
上头	19	18	17	15
上字	9	9	7	2
上学	82	81	65	54
上学时	5	5	3	4
上学期	8	8	7	8
上学的	14	14	13	7
上完	65	65	39	26
上官	10	10	9	7
上家	6	6	5	6
上将	22	21	14	14
上尉	10	10	10	10
上小学	10	10	9	9
上层	19	18	16	14
上届	4	4	3	4
上山	34	34	28	29
上岗	1	1	1	1
上岸	23	23	22	16
上岸了	2	2	2	2
上市	65	65	47	40
上市了	1	1	1	1
上市企业	1	1	1	1
上市公司	11	11	8	9
上市后	2	2	2	2
上帝	230	225	111	169
上帝的	26	26	15	21
上帝视角	3	3	3	3
上年	3	3	3	2
上床	91	89	74	54
上庭	1	1	1	1
上开	17	17	13	14
上当	21	21	17	8
上心	5	5	5	4
上思	1	1	1	1
上战场	52	52	40	29
上户	14	14	10	1
上所有	3	3	3	3
上手	41	41	30	17
上扬	6	5	5	3
上批	11	11	9	2
上把	3	3	3	3
上报	24	24	19	20
上排名	1	1	1	1
上文	2	2	2	2
上新	115	114	87	6
上方	13	13	12	13
上旋	1	1	1	1
上时代	4	4	3	4
上映	80	80	49	40
上映时	5	5	5	5
上月	10	10	10	5
上有	165	165	114	130
上期	2	2	2	2
上本	3	3	3	2
上杉	19	18	9	9
上来	226	226	169	109
上来了	8	8	8	6
上来后	1	1	1	1
上来讲	1	1	1	1
上来说	6	6	6	6
上板	5	5	5	5
上林	1	1	1	1
上架	37	37	33	24
上树	7	7	2	5
上校	42	42	27	34
上桌	7	7	4	4
上梁	6	6	6	3
上楼	12	12	12	9
上榜	29	29	25	20
上次	620	620	188	369
上次去	73	73	19	69
上次和	2	2	2	2
上次在	28	28	6	25
上次我	80	80	27	56
上次的	3	3	3	3
上没有	13	13	13	13
上流	10	10	10	8
上流社会	9	9	7	8
上海	242	237	108	147
上海一	2	2	2	2
上海人	18	18	13	17
上海南	1	1	1	1
上海外	1	1	1	1
上海大学	1	1	1	1
上海工	1	1	1	1
上海工作	2	2	2	2
上海市	2	2	1	2
上海电	1	1	1	1
上海的	17	17	15	16
上海话	2	2	2	2
上海银	2	1	2	1
上涨	36	36	28	24
上涨的	4	4	3	2
上港	1	1	1	1
上游	11	11	8	10
上游戏	1	1	1	1
上演	25	25	18	17
上火	19	19	14	7
上点	5	5	4	4
上热搜	1	1	1	1
上爬	1	1	1	1
上牙	1	1	1	1
上班	1181	1170	508	543
上班不	34	34	21	26
上班了	42	42	31	20
上班族	97	97	54	73
上班时间	70	69	37	54
上班的	171	171	129	70
上生活	1	1	1	1
上田	1	1	1	1
上电	64	64	57	14
上瘾	69	69	55	29
上百	25	25	24	18
上百万	10	10	10	9
上百个	3	3	3	3
上百年	2	2	2	2
上的	535	534	353	359
上的是	3	3	3	3
上的点	2	2	2	2
上的红	1	1	1	1
上的高	4	4	4	2
上看	28	28	22	22
上看到	17	17	15	17
上礼	57	57	21	2
上移	2	2	2	2
上空	46	46	34	27
上等	27	27	18	18
上策	6	6	4	3
上篮	11	11	9	9
上级	14	14	11	13
上纲	21	21	2	14
上纽	1	1	1	1
上线	150	150	72	45
上线了	11	11	10	7
上线时	2	2	2	1
上缴	7	7	7	5
上网	247	246	179	160
上网查	7	7	7	7
上网的	10	10	9	5
上网看	23	23	18	20
上美	9	9	9	4
上老师	3	3	3	3
上联	8	8	3	8
上胸	2	2	2	2
上能	9	9	8	7
上脑	5	5	2	4
上脸	4	4	4	4
上膛	3	3	3	3
上自	16	16	14	5
上至	1	1	1	1
上船	7	7	5	6
上色	17	17	14	12
上节目	68	68	60	48
上药	2	2	2	2
上菜	8	8	8	5
上行	11	11	9	6
上街	215	215	157	79
上衣	23	23	18	18
上表	15	15	14	6
上访	1	1	1	1
上证	3	3	3	3
上诉	10	9	10	9
上课	507	506	244	313
上课了	13	13	9	7
上课时	45	45	22	29
上课时间	19	19	14	16
上课的	49	49	38	26
上调	4	4	4	3
上财	3	3	3	3
上路	95	95	66	53
上跳	5	5	5	5
上身	47	47	27	34
上车	112	110	91	75
上辈子	49	47	32	27
上边	6	6	5	6
上达	1	1	1	1
上过	86	86	59	63
上进	18	18	15	11
上进心	34	34	14	16
上进的	8	7	8	8
上进行	1	1	1	1
上述	10	10	7	10
上送	1	1	1	1
上通	8	8	4	2
上那么	4	4	4	4
上部	1	1	1	1
上都	42	42	39	32
上量	1	1	1	1
上钩	21	21	19	10
上铁	2	2	1	1
上铺	6	6	4	5
上锁	5	5	5	5
上镜	3	3	3	3
上门	34	34	30	20
上阳	4	4	4	1
上阵	8	8	5	6
上限	71	71	51	46
上集	5	5	5	5
上面	550	549	332	338
上面是	10	10	7	9
上面的	95	95	75	82
上面说	26	26	13	17
上面这些	2	2	2	2
上面那个	5	5	3	5
上风	8	8	5	5
上餐	6	6	6	3
上饭	1	1	1	1
上马	12	12	11	9
上高中	16	16	15	11
上高速	16	16	9	4
上麦	1	1	1	1
下	2644	2603	1151	1058
下一	260	258	154	85
下一个	335	334	121	236
下一代	95	95	59	62
下一任	17	17	13	16
下一句	44	44	26	22
下一场	15	15	12	13
下一届	16	16	12	14
下一年	1	1	1	1
下一期	4	4	4	4
下一次	42	42	27	36
下一步	131	131	91	47
下一步的	2	2	2	1
下一段	2	2	2	2
下一波	8	8	7	7
下一秒	23	23	16	21
下一站	10	10	9	10
下一轮	2	2	2	2
下一部	19	19	16	17
下下	23	23	16	15
下不了	12	12	11	6
下不来	2	2	2	1
下个	113	113	72	86
下个月	52	52	30	41
下乡	7	7	7	6
下乳	3	3	2	3
下了	33	33	32	25
下了班	4	4	2	2
下人	9	9	9	9
下令	32	32	24	22
下体	70	69	51	49
下修	16	15	16	9
下册	3	3	3	3
下决心	1	1	1	1
下凡	11	11	10	9
下列	5	5	4	5
下到	25	25	21	20
下功夫	1	1	1	1
下包	2	2	2	2
下午	285	284	161	184
下午一	3	3	3	3
下午一点	4	4	3	3
下午三点	11	11	5	10
下午两点	16	16	13	14
下午时	5	5	4	1
下午点	3	3	3	1
下午的	9	9	5	8
下午茶	55	55	39	44
下半场	3	3	3	3
下半年	5	5	3	4
下半年的	1	1	1	1
下半身	28	28	25	25
下单	19	19	17	17
下卷	1	1	1	1
下厨	17	17	13	8
下去	821	816	465	367
下去不	6	6	6	6
下去了	29	29	25	10
下去的	45	45	39	27
下发	3	3	3	3
下台	151	148	97	61
下同	2	2	2	2
下吧	8	8	4	4
下周	60	60	34	48
下回	5	5	5	5
下图	2	2	2	2
下地	70	70	48	6
下场	252	252	132	103
下坠	2	2	2	2
下坡	126	126	37	36
下垂	15	15	12	12
下头	2	2	2	2
下好了	1	1	1	1
下学	2	2	2	2
下学期	22	22	16	18
下定决心	11	11	7	11
下家	4	4	4	4
下层	10	10	10	10
下届	24	24	16	17
下属	16	16	14	14
下属的	3	3	3	3
下山	34	34	32	25
下巴	117	115	62	85
下平	1	1	1	1
下床	11	11	8	9
下意识	11	11	10	11
下手	70	70	58	34
下掉	2	2	2	2
下探	4	4	4	2
下放	7	7	6	6
下文	21	21	9	8
下方	19	19	19	16
下方的	4	4	4	4
下旨	2	2	2	2
下旬	1	1	1	1
下有	24	24	20	19
下期	7	7	5	4
下来	290	288	182	190
下来不	7	7	7	7
下来了	19	19	18	9
下来后	1	1	1	1
下来就是	1	1	1	1
下来是	4	4	4	4
下来的	53	53	40	38
下架	54	53	45	23
下标	16	16	16	11
下棋	67	66	53	42
下楼	26	26	18	8
下榻	1	1	1	1
下次	379	377	184	255
下次再	21	21	15	20
下次再去	3	3	3	3
下次来	1	1	1	1
下步	4	4	4	2
下毒	18	18	10	12
下水	76	76	41	32
下水道	33	33	24	23
下江	3	3	3	2
下沉	4	4	4	4
下注	22	21	22	14
下流	38	37	31	21
下海	34	34	26	26
下游	10	10	10	9
下滑	25	25	18	13
下火	5	5	5	3
下片	2	2	2	2
下班	375	373	173	218
下班了	21	21	15	13
下班后	54	54	37	48
下班时	8	8	6	7
下班时间	17	17	15	16
下的	173	172	142	126
下移	1	1	1	1
下站	9	9	5	6
下策	2	2	2	2
下签	2	2	2	2
下级	2	2	2	1
下线	43	43	39	28
下结论	3	3	3	3
下联	24	24	20	15
下肚	7	7	7	5
下自己	2	2	2	2
下船	2	2	2	2
下药	22	22	17	13
下落	13	13	9	8
下葬	4	4	4	4
下血	1	1	1	1
下课	119	118	81	85
下课后	13	13	12	12
下调	1	1	1	1
下跌	31	31	19	16
下跪	115	115	46	25
下路	7	7	4	7
下身	3	3	3	3
下车	209	204	149	135
下载	196	194	124	135
下载了	3	3	3	3
下载到	4	4	4	4
下载的	13	13	12	7
下载速度	3	3	3	3
下载量	2	2	2	2
下辈子	187	186	97	101
下达	3	3	3	3
下过	20	20	15	11
下这个	2	2	2	2
下这么	11	11	3	4
下那么	10	10	5	7
下铺	2	2	2	2
下锅	6	6	6	6
下错	5	5	5	5
下降	83	83	64	28
下降了	11	11	9	5
下降到	1	1	1	1
下限	139	139	26	58
下雨	337	333	162	192
下雨天	295	295	51	183
下雨的	78	78	37	30
下雪	61	61	39	33
下面	489	482	291	299
下面是	16	16	11	14
下面的	61	61	55	51
下风	6	6	3	4
下饭	11	11	8	7
不	8405	8263	3138	2025
不一	63	63	45	30
不一定	171	171	113	129
不一定会	28	28	24	24
不一定对	3	3	3	2
不一定是	36	35	22	33
不一定有	13	13	11	12
不一定能	8	8	8	7
不一定要	43	43	33	42
不一样	680	675	423	201
不一样了	35	35	27	15
不一样啊	34	34	32	14
不一样的	102	102	85	45
不一致	3	3	3	3
不一致的	2	2	2	2
不三	4	4	4	3
不上	225	225	140	134
不上不下	5	5	4	3
不上了	4	4	3	4
不上去	30	30	15	19
不上班	20	20	17	17
不下	129	129	81	83
不下去	130	130	58	59
不下去了	21	21	14	11
不下来	32	32	19	10
不不	8	8	6	8
不不不	5	5	1	5
不与	10	10	9	9
不专	10	10	10	2
不专业	32	32	22	18
不严	1	1	1	1
不严谨	1	1	1	1
不严重	8	8	6	7
不中	23	23	13	14
不丹	7	7	6	7
不为	26	26	18	17
不为人知	8	8	7	4
不为所动	1	1	1	1
不为过	2	2	2	2
不主动	9	9	7	9
不久	46	46	29	27
不久之后	1	1	1	1
不久前	4	4	2	4
不久后	8	8	8	8
不久就	6	6	6	6
不乏	2	2	2	2
不乐	5	5	4	3
不也	65	65	56	45
不也是	25	25	22	22
不习惯	61	61	40	29
不买	199	197	157	116
不乱	32	32	20	16
不了了	5	5	5	3
不了了之	2	2	2	2
不了你	8	7	7	4
不了啊	2	2	2	2
不了我	5	5	5	3
不了的	26	26	22	15
不了解	25	25	23	20
不予	9	9	8	3
不争	6	6	6	5
不争气	40	40	27	18
不二	30	29	15	16
不亏	6	6	6	2
不亚于	1	1	1	1
不交	41	41	30	21
不亦乐乎	4	4	4	2
不仅	8	8	7	8
不仅是	1	1	1	1
不仅要	1	1	1	1
不仅限于	1	1	1	1
不介意	18	18	16	15
不从	16	16	14	16
不代表	89	89	81	78
不以	11	11	10	9
不以为然	2	2	2	2
不休	23	23	19	9
不优	9	9	9	6
不会	3996	3975	1681	1743
不会上	30	30	26	19
不会不	30	30	28	23
不会主动	11	11	10	7
不会了	6	6	5	4
不会产生	1	1	1	1
不会使	4	4	4	3
不会做	27	27	22	22
不会像	27	27	25	25
不会再	55	55	43	47
不会再有	1	1	1	1
不会写	33	33	23	25
不会出	36	36	16	11
不会出现	14	14	14	11
不会去	300	300	149	204
不会去的	1	1	1	1
不会发生	29	29	22	18
不会受到	1	1	1	1
不会变	84	84	67	51
不会吃	33	33	25	30
不会后悔	6	6	5	4
不会吧	26	26	6	19
不会和	6	6	6	4
不会喜欢	12	12	11	9
不会因为	23	23	22	21
不会在	36	36	33	29
不会在意	7	7	6	6
不会太	40	40	36	31
不会太大	5	5	5	4
不会太差	2	2	2	2
不会太高	3	3	3	3
不会好	128	128	29	19
不会对	10	10	9	9
不会少	3	3	3	1
不会差	6	6	6	4
不会影响	11	11	10	6
不会忘	3	3	3	3
不会忘记	4	4	4	4
不会想	110	109	94	83
不会成为	1	1	1	1
不会把	20	20	15	19
不会拒绝	5	5	5	4
不会改变	4	4	4	4
不会放弃	3	3	3	3
不会是	87	87	44	77
不会有	270	270	184	165
不会来	12	12	12	11
不会死	46	46	43	22
不会比	50	50	43	27
不会玩	25	25	19	19
不会生	18	18	17	8
不会用	73	73	41	56
不会的	25	25	21	18
不会直接	20	20	10	18
不会看	37	37	26	26
不会真	3	3	3	2
不会知道	18	18	15	14
不会离	2	2	2	1
不会离开	5	5	5	5
不会给	12	12	11	12
不会给你	7	7	7	5
不会考	11	11	10	8
不会考虑	2	2	2	2
不会花	7	7	6	4
不会被	335	335	252	190
不会要	14	14	13	10
不会觉得	54	54	49	36
不会让	37	37	36	30
不会让你	7	7	7	7
不会说	68	68	54	44
不会说话	21	21	11	13
不会跟	53	53	39	37
不会轻易	3	3	3	3
不会过	19	19	18	12
不会这么	10	10	10	9
不会选	12	12	12	11
不会选择	1	1	1	1
不会那么	10	10	10	10
不会错	4	4	4	3
不会错过	1	1	1	1
不会长	8	8	8	7
不伤	18	18	15	11
不伦不类	3	3	3	2
不但	21	21	15	21
不但不	4	4	4	4
不但是	1	1	1	1
不但能	1	1	1	1
不低	23	23	20	14
不住	232	231	68	118
不作	15	15	14	13
不作为	2	2	2	2
不佩服	2	2	2	2
不佳	48	48	33	29
不使用	17	17	16	16
不依赖	1	1	1	1
不便	20	20	15	17
不便宜	22	22	21	14
不便宜啊	2	2	2	2
不便宜的	4	4	4	3
不保	35	35	30	23
不保证	4	4	4	4
不信	129	127	90	75
不信任	10	10	9	9
不信你	64	64	43	32
不信你看	5	5	5	5
不值	12	12	12	9
不值一提	1	1	1	1
不值得	35	35	33	27
不值钱	72	71	60	32
不假	8	8	8	3
不偏	3	3	2	2
不做	178	176	131	111
不停	116	116	72	55
不停地	1	1	1	1
不停的	31	31	22	17
不健全	1	1	1	1
不健康	37	37	26	18
不健康的	10	10	10	8
不傻	1	1	1	1
不像	259	258	173	172
不像我	8	8	8	3
不像是	4	4	4	4
不像有	6	6	6	3
不允许	15	15	15	15
不先	52	52	40	49
不光	4	4	3	3
不免	2	2	2	2
不入	14	14	9	11
不入味	1	1	1	1
不入流	7	7	7	3
不全	31	31	27	18
不全是	1	1	1	1
不全面	6	6	4	5
不公	41	41	35	15
不公平	53	53	41	18
不公平的	11	11	11	8
不公开	18	18	11	13
不公正	1	1	1	1
不关心	35	35	25	33
不关注	4	4	3	3
不具	8	8	6	6
不具备	1	1	1	1
不具有	1	1	1	1
不再	165	164	131	138
不再想	1	1	1	1
不再是	11	11	10	10
不再有	9	9	9	9
不写	28	28	21	24
不准	268	265	184	178
不准备	5	5	5	5
不减	18	18	17	12
不凡	49	49	6	17
不出	443	441	206	312
不出去	40	40	20	22
不出名	13	13	6	5
不出户	1	1	1	1
不出手	1	1	1	1
不出来	446	445	170	178
不出来了	23	23	18	11
不出现	6	6	6	6
不出错	1	1	1	1
不出门	88	88	42	57
不出问题	1	1	1	1
不切实际	9	9	8	5
不划算	26	26	20	12
不列颠	7	7	3	6
不删	5	5	3	4
不删除	1	1	1	1
不利	69	69	36	29
不利于	2	2	2	2
不到	1813	1806	572	761
不到一年	8	8	8	6
不到位	5	5	3	5
不到你	9	9	9	8
不到啊	19	19	13	6
不到的	98	98	60	60
不刷	20	20	15	7
不刻意	1	1	1	1
不剩	3	3	3	3
不力	8	8	8	7
不加	110	110	90	68
不加班	6	6	6	5
不务正业	19	19	14	9
不动	134	134	92	80
不动产	25	25	21	25
不动声色	2	2	2	2
不努力	27	27	24	21
不劳而获	4	4	4	4
不包含	8	8	8	8
不包括	9	9	9	9
不化	23	23	13	9
不匹配	1	1	1	1
不匿名	1	1	1	1
不协调	5	5	5	4
不卑不亢	1	1	1	1
不单	26	26	20	8
不单单	1	1	1	1
不卖	107	102	80	84
